source,author,title,description,url,publishedAt,content
Yahoo Entertainment,Rian Howlett,"Stock market today: Dow, S&P 500, Nasdaq fall as Netflix skids on merger drama, Nvidia rises",US stocks fell ahead of the Federal Reserve's mid-week announcement on interest rates.,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-fall-as-netflix-skids-on-deal-drama-nvidia-rises-205106952.html,2025-12-08T20:51:06Z,"US stocks fell on Monday as Wall Street awaits the Federal Reserve's final policy meeting of the year, while the deal drama between Netflix (NFLX) and Warner Bros. Discovery (WBD) escalated to a new … [+9705 chars]"
Yahoo Entertainment,Rian Howlett,"Stock market today: Dow, S&P 500, Nasdaq futures rise, sparking hopes of rebound from November losses",Spirits are upbeat after a Fed official signaled support for a December rate cut.,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-futures-rise-sparking-hopes-of-rebound-from-november-losses-234718549.html,2025-11-23T23:47:18Z,"US stock futures climbed on Monday, heading into the shortened Thanksgiving trading week buoyed by hopes for an interest-rate cut and eyeing a further rebound from a pullback that has cooled this yea… [+2068 chars]"
Yahoo Entertainment,Rian Howlett,"Stock market today: Dow, S&P 500, Nasdaq futures tumble after Fed decision as Oracle earnings fall short","Oracle's revenue miss is reviving the AI bubble debate, dampening spirits on Wall Street.",https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-futures-tumble-after-fed-decision-as-oracle-earnings-fall-short-233526540.html,2025-12-10T23:35:26Z,"US stock futures dived on Thursday as investors evaluated the Federal Reserves latest rate cut, which helped fuel a late-day rally on Wall Street.
Contracts on the S&amp;P 500 (ES=F) and the Nasdaq … [+1524 chars]"
Yahoo Entertainment,,"Stock market today: Dow, S&P 500, Nasdaq futures rise as Micron boosts tech after sell-off, CPI report looms",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_8408ce41-1675-4d5e-b273-2c6d5b3018b0,2025-12-17T23:07:52Z,"If you click 'Accept all', we and our partners, including 242 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+714 chars]"
Yahoo Entertainment,Rian Howlett,"Stock market today: Dow vaults toward record high as Oracle's slide weighs on S&P 500, Nasdaq","Oracle's revenue miss is reviving the AI bubble debate, dampening spirits on Wall Street.",https://finance.yahoo.com/news/live/stock-market-today-dow-vaults-toward-record-high-as-oracles-slide-weighs-on-sp-500-nasdaq-233526728.html,2025-12-10T23:35:26Z,"The Dow surged toward a record on Thursday as US stocks diverged, with more tech-exposed gauges under pressure after Oracle (ORCL) earnings revived AI overspending worries.
The Nasdaq Composite (^IX… [+15496 chars]"
Yahoo Entertainment,Karen Friar,"Stock market today: Dow, S&P 500, Nasdaq futures steady with all eyes on delayed jobs report","Investors counted down to the delayed release of the November jobs report, seen as pivotal to the path of interest rates next year.",https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-futures-steady-with-all-eyes-on-delayed-jobs-report-230828232.html,2025-12-15T23:08:28Z,"US stock futures were little changed overnight on Monday, coming off a losing session as investors counted down to the delayed release of the November jobs report, seen as pivotal to the path of inte… [+1769 chars]"
Yahoo Entertainment,Karen Friar,"Stock market today: Dow, S&P 500 slip, Nasdaq gains as jobs report beats estimates, unemployment rate rises","Investors reacted to the delayed release of the November jobs report, seen as pivotal to the path of interest rates next year.",https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-slip-nasdaq-gains-as-jobs-report-beats-estimates-unemployment-rate-rises-230828429.html,2025-12-15T23:08:28Z,"Crude oil prices fell to levels not seen since the doldrums of the pandemic at the start of 2021, as a widely expected supply glut picked up momentum and peace talks in the Russia-Ukraine conflict to… [+2184 chars]"
Yahoo Entertainment,Rian Howlett,"Stock market today: S&P 500, Dow rise to end a rocky month, Nasdaq snaps 7-month win streak","US stocks rose for the fifth day in a row on Friday, but the Nasdaq snapped its monthly winning streak.",https://finance.yahoo.com/news/live/stock-market-today-sp-500-dow-rise-to-end-a-rocky-month-nasdaq-snaps-7-month-win-streak-180355656.html,2025-11-28T18:03:55Z,"US stocks rose during a holiday-shortened trading day on Friday as a volatile month drew to a close and the Nasdaq Composite (^IXIC) snapped a seven-month win streak.
The tech-heavy Nasdaq Composite… [+11000 chars]"
Yahoo Entertainment,,"Stock market today: Dow, S&P 500, Nasdaq fall with Wall Street awaiting expected Fed rate cut",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_d9193da6-87b5-4623-8347-2f3a868766bd,2025-12-08T00:14:31Z,"If you click 'Accept all', we and our partners, including 240 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+714 chars]"
Yahoo Entertainment,,"Stock market today: Dow, S&P 500, Nasdaq steady with Wall Street awaiting expected Fed rate cut",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_97c68cc3-134c-43a1-a1bc-4b6bbcbfaeef,2025-12-08T00:14:31Z,"If you click 'Accept all', we and our partners, including 240 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+714 chars]"
Yahoo Entertainment,Karen Friar,"Stock market today: Dow, S&P 500 slip, Nasdaq snaps three-day losing streak as Tesla climbs to record","Investors reacted to the delayed release of the November jobs report, seen as pivotal to the path of interest rates next year.",https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-slip-nasdaq-snaps-three-day-losing-streak-as-tesla-climbs-to-record-210029709.html,2025-12-16T21:03:25Z,"Crude oil prices fell to levels not seen since the doldrums of the pandemic at the start of 2021, as a widely expected supply glut picked up momentum and peace talks in the Russia-Ukraine conflict to… [+2184 chars]"
Yahoo Entertainment,Neha Gupta,NVIDIA Corporation (NVDA) Price Target Raised as Analysts Reaffirm Buy Amid AI Market Growth,"NVIDIA Corporation (NASDAQ:NVDA) is one of the best augmented reality stocks to buy right now. On November 25, Bank of America reiterated a positive outlook ...",https://finance.yahoo.com/news/nvidia-corporation-nvda-price-target-031019885.html,2025-12-05T03:10:19Z,"NVIDIA Corporation (NASDAQ:NVDA) is one of the best augmented reality stocks to buy right now. On November 25, Bank of America reiterated a positive outlook on NVIDIA Corporation (NASDAQ:NVDA) even a… [+1859 chars]"
Barchart.com,Josh Enomoto,The Saturday Spread: Here’s How to Properly Trade the Nvidia (NVDA) Stock Discount,"With NVDA stock suffering from a rare state of extended bearishness, distributional analysis can help illuminate your contrarian endeavors.",https://www.barchart.com/story/news/36609425/the-saturday-spread-heres-how-to-properly-trade-the-nvidia-nvda-stock-discount,2025-12-13T15:15:02Z,"While it doesnt necessarily look like it on surface level, Nvidia (NVDA) just flashed a rare quantitative signal. In the last 10 weeks, there were only three instances of up weeks, with the rest bein… [+5677 chars]"
Yahoo Entertainment,Rian Howlett,"Dow, S&P 500, Nasdaq futures inch up with gauges on track to end month in the red",The major stock gauges climbed ahead of markets reopening after the Thanksgiving break.,https://finance.yahoo.com/news/live/dow-sp-500-nasdaq-futures-inch-up-with-gauges-on-track-to-end-month-in-the-red-000737084.html,2025-11-28T00:07:37Z,"US stock futures ticked up Thursday night after markets were closed for Thanksgiving, with the Nasdaq Composite poised to break a seven-month winning streak.
Dow Jones Industrial Average futures (YM… [+1149 chars]"
Business Insider,Theron Mohamed,The internet is loving 'Big Short' investor Michael Burry's crusade against Nvidia and the AI giants,"Michael Burry of ""The Big Short"" is lighting up social media after betting against Nvidia and Palantir and casting doubt on the AI boom.",https://www.businessinsider.com/michael-burry-big-short-meme-social-media-nvidia-palantir-ai-2025-11,2025-11-22T10:52:01Z,"Michael Burry attends ""The Big Short"" New York premiere at Ziegfeld Theater on November 23, 2015 in New York City.Andrew Toth/Getty Images
<ul><li>Market watchers can't get enough of Michael Burry's… [+4915 chars]"
MarketWatch,Steve Goldstein,Michael Burry on why he stopped managing his hedge fund: ‘I think the stock market could be in for a number of bad years.’,"In the “Against the Rules” podcast that was released, Michael Burry explained why he deregistered his hedge fund last month.",https://www.marketwatch.com/story/michael-burry-on-why-he-stopped-managing-his-hedge-fund-i-think-the-stock-market-could-be-in-for-a-number-of-bad-years-3571cca4,2025-12-02T12:46:00Z,"Michael Burry explains why he stopped running his hedge fund. - MarketWatch photo illustration/Getty Images
Michael Burry has been opening up to the world after he stopped running money for Scion As… [+2095 chars]"
Yahoo Entertainment,Rian Howlett,"Dow, S&P 500, Nasdaq futures muted as rocky month draws to an end, before CME glitch halts trading",CME is gradually resuming operations after a futures outage that halted trading in US stock indexes.,https://finance.yahoo.com/news/live/dow-sp-500-nasdaq-futures-muted-as-rocky-month-draws-to-an-end-before-cme-glitch-halts-trading-000737050.html,2025-11-28T00:07:37Z,"US stock futures were muted with a holiday-shortened week and downbeat month drawing to an end, before the Chicago Mercantile Exchange halted trading on Friday due to a data center glitch.
The CME i… [+3380 chars]"
Slashdot.org,BeauHD,"Netflix To Buy Warner Bros. In $72 Billion Cash, Stock Deal","Netflix is buying Warner Bros. Discovery in an $82.7 billion deal that gives it HBO, iconic franchises, and major studio infrastructure. ""Warner Bros. shareholders will receive $27.75 a share in cash and stock in Netflix,"" notes Bloomberg. ""The total equity v…",https://entertainment.slashdot.org/story/25/12/05/1728256/netflix-to-buy-warner-bros-in-72-billion-cash-stock-deal,2025-12-05T18:18:00Z,"Netflix is buying Warner Bros. Discovery in an $82.7 billion deal that gives it HBO, iconic franchises, and major studio infrastructure. ""Warner Bros. shareholders will receive $27.75 a share in cash… [+2318 chars]"
Kotaku,Ethan Gach,"GameStop’s Pokémon Card Loot Box Program Just Led To A Record-Breaking $30,000 Trade-In","Power Packs are the meme stock company's secret slot machines
The post GameStop’s Pokémon Card Loot Box Program Just Led To A Record-Breaking $30,000 Trade-In appeared first on Kotaku.",https://kotaku.com/gamestop-power-pack-pokemon-tcg-trade-in-gengar-2000649582,2025-12-02T14:38:44Z,"A holographic Gengar from the Pokémon TCG set Skyridge just fetched over $30,000 at GameStop. The company is touting it as an “own” aimed at all the “trolls” who make fun of its infamously poor trade… [+3461 chars]"
Yahoo Entertainment,Zacks Equity Research,Verizon Communications (VZ) Ascends While Market Falls: Some Facts to Note,"Verizon Communications (VZ) closed the most recent trading day at $40.89, moving +1.67% from the previous trading session.",https://finance.yahoo.com/news/verizon-communications-vz-ascends-while-224503573.html,2025-12-12T22:45:03Z,"Verizon Communications (VZ) ended the recent trading session at $40.89, demonstrating a +1.67% change from the preceding day's closing price. The stock outperformed the S&amp;P 500, which registered … [+2360 chars]"
Barchart.com,Aditya Raghunath,This 1 Company Is the Nvidia of Quantum Computing. Should You Buy Its Stock Now?,"IONQ stock is up 20% in the past 52 weeks and remains a top investment as it expands its quantum computing moat, according to investment bank J.P. Morgan.",https://www.barchart.com/story/news/36255837/this-1-company-is-the-nvidia-of-quantum-computing-should-you-buy-its-stock-now,2025-11-21T16:23:57Z,"The quantum computing revolution is gaining momentum, and IonQ (IONQ) has emerged as the potential kingmaker in this transformative space. J.P. Morgan just initiated coverage on the company, noting t… [+4994 chars]"
TheStreet,Silin Chen,Cathie Wood buys $16.7 million of megacap AI stock,"Cathie Wood, CEO of Ark Investment Management, typically focuses on small- and mid-cap technology stocks. But she occasionally ventures into megacap growth...",https://www.thestreet.com/investing/cathie-wood-buys-16-7-million-of-megacap-ai-stock,2025-11-24T18:07:00Z,"Cathie Wood, CEO of Ark Investment Management, typically focuses on small- and mid-cap technology stocks. But she occasionally ventures into megacap growth stocks.
This strategy, which likely aims t… [+5153 chars]"
TheStreet,Silin Chen,Analyst revisits Nvidia stock after Google-Meta news,Nvidia (NVDA) shares were volatile this week after news that Meta (META) is in talks to buy billions of dollars of Google (GOOG) chips starting in 2027. The ...,https://www.thestreet.com/investing/analyst-revisits-nvidia-stock-after-google-meta-news,2025-11-27T18:17:00Z,Nvidia (NVDA) shares were volatile this week after news that Meta (META) is in talks to buy billions of dollars of Google (GOOG) chips starting in 2027. The move would position Alphabet as a direct c… [+3474 chars]
Yahoo Entertainment,Jake Conley,Stocks drift back toward record highs as the final month of 2025 gets underway: What to watch this week,"As the market moves into December, investors will be watching for Fed updates and a steadier performance environment than they got in November.",https://finance.yahoo.com/news/stocks-drift-back-toward-record-highs-as-the-final-month-of-2025-gets-underway-what-to-watch-this-week-122743521.html,2025-11-30T12:27:43Z,"The final month of the year gets underway on Monday, and investors will be looking for a smoother month to round out the year after choppy November trading saw the Nasdaq Composite (^IXIC) snap a sev… [+7824 chars]"
Yahoo Entertainment,Sasha Rogelberg,‘Big Short’ investor Michael Burry warns Nvidia is the Cisco equivalent in today’s AI boom: ‘Sometimes the new company is the same company on a pivot’,"Fresh off a string of bearish stock activity and the deregistration of his hedge fund, Burry has started a Substack for his financial writing.",https://finance.yahoo.com/news/big-short-investor-michael-burry-162334180.html,2025-11-24T16:23:34Z,"Michael Burry has doubled down on his concerns of an AI bubble, drawing similarities between Cisco during the late-90s dotcom crash and one key tech company today.
In his first Substack post, The Ca… [+4085 chars]"
Yahoo Entertainment,nickthomas2@benzinga.com,Crypto Treasury Companies Are Chasing Obscure Tokens—And That's Raising Red Flags About Market Volatility,"As Bitcoin’s shine dulls and market saturation squeezes returns, a new breed of publicly traded crypto treasury companies is making a risky pivot that has...",https://finance.yahoo.com/news/crypto-treasury-companies-chasing-obscure-180025488.html,2025-11-28T18:00:25Z,"Benzinga and Yahoo Finance LLC may earn commission or revenue on some items through the links below.
As Bitcoin’s shine dulls and market saturation squeezes returns, a new breed of publicly traded c… [+3697 chars]"
Barchart.com,Rick Orford,3 Highest-Yielding Dividend Aristocrats to Buy Today,"These three dividend aristocrats offer a trifecta: Low volatility, analyst ratings, and the highest yields among the group.",https://www.barchart.com/story/news/36326605/3-highest-yielding-dividend-aristocrats-to-buy-today,2025-11-26T13:49:41Z,"Dividend stocks are among the most popular options for investors seeking income. However, not all dividend stocks are created equal. Some pay well, some don't.
In my case, I prefer the Dividend Aris… [+5788 chars]"
Yahoo Entertainment,Nilanjan Choudhury,3 High-Yield Oil Stocks for Stable Income in a Bearish Market,"CNQ, CVX and KMI offer yields over 4% and stable cash flow - key strengths in a bearish oil market heading into 2026.",https://finance.yahoo.com/news/3-high-yield-oil-stocks-154600772.html,2025-12-11T15:46:00Z,"Oil markets are entering 2026 with rising inventories and weaker demand growth, creating a challenging backdrop for crude prices. Forecasts call for Brent and WTI to fall below $60 per barrel as a gl… [+5188 chars]"
Business Insider,Anneta Konstantinides,I made Ina Garten's homemade chicken stock and realized sometimes store-bought really isn't fine,"Ina Garten's easy homemade chicken stock makes any soup taste incredible. There's a reason the Barefoot Contessa calls it ""liquid gold.""",https://www.businessinsider.com/ina-garten-homemade-chicken-stock-soup-recipe-review,2025-12-19T13:36:01Z,"Ina Garten has made me a true believer in the powers of homemade chicken stock.Anneta Konstantinides/Business Insider
<ul><li>I made Ina Garten's homemade chicken stock for the first time.  </li><li… [+6680 chars]"
Business Insider,Pete Syme,Airbus stock drops as much 10% as it confirms a 'quality issue' in part of the best-selling A320's supply chain,Airbus shares fell as much as 10% after it emerged there was an issue with some A320s' fuselage panels that could delay deliveries to airlines.,https://www.businessinsider.com/airbus-quality-issue-a320-planes-stock-price-tumbles-10-2025-12,2025-12-01T13:36:34Z,"Airbus confirmed Monday that the issue is affecting a small number of A320s.Urbanandsport/NurPhoto via Getty Images
<ul><li>Airbus' share price fell as much as 10% on Monday morning over concerns of… [+2306 chars]"
Business Insider,Alex Nicoll,How Zohran Mamdani's NYC victory could make a hot ultra-luxury market in cities like Miami even hotter,Speculation that the ultrawealthy will flee NYC has luxury house markets in Miami and Greenwich buzzing.,https://www.businessinsider.com/miami-greenwich-brace-mamdani-luxury-real-estate-wave-2025-11,2025-11-22T12:46:01Z,"Real estate agents for elite zip codes in Florida say that the '""Mamdani effect"" remains anecdotal.felixmizioznikov/Getty Images
<ul><li>Incoming NYC Mayor Mamdani's embrace of socialism has some pr… [+6334 chars]"
Barchart.com,Chris MacDonald,Dan Ives Says AI Bubble Fears Are ‘Overblown’ and He’s Betting on This 1 Data Center Stock Now,Ives just added IREN to his list of the top 30 AI winners.,https://www.barchart.com/story/news/36428772/dan-ives-says-ai-bubble-fears-are-overblown-and-hes-betting-on-this-1-data-center-stock-now,2025-12-03T12:30:02Z,"Dan Ives is certainly one of the top analysts in the market I watch closely. I'm fully aware that Mr. Ives is among the most bullish analysts in the market. However, I think his views on many of the … [+3448 chars]"
Business Insider,Hugh Langley,"Nvidia just made a $2 billion investment in Synopsys, adding to its thick web of AI deals",Nvidia and Synopsis just announced a $2bn deal that sees Nvidia further weaving its intricate web of AI deals.,https://www.businessinsider.com/nvidia-synopsys-invests-2-billion-ai-deal-2025-12,2025-12-01T14:17:02Z,"Nvidia CEO Jensen HuangEzra Acayan/Getty Images
<ul><li>Nvidia said it had purchased $2 billion of Synopsys common stock as part of a wider partnership.</li><li>The companies said they are partnerin… [+1216 chars]"
Yahoo Entertainment,Radek Strnad,"Eli Lilly (LLY) Stock Is Up, What You Need To Know",Shares of global pharmaceutical company Eli Lilly (NYSE:LLY) jumped 3.4% in the morning session after the company announced highly positive Phase 3 trial...,https://finance.yahoo.com/news/eli-lilly-lly-stock-know-170044158.html,2025-12-11T17:00:44Z,Shares of global pharmaceutical company Eli Lilly (NYSE:LLY) jumped 3.4% in the morning session after the company announced highly positive Phase 3 trial results for its next-generation weight loss c… [+2209 chars]
Yahoo Entertainment,Pras Subramanian,Tesla stock pops as Robotaxi testing with no safety driver confirmed,Tesla stock rose on Monday following more positive developments in its Robotaxi business.,https://finance.yahoo.com/news/tesla-stock-pops-as-robotaxi-testing-with-no-safety-driver-confirmed-164047565.html,2025-12-15T16:40:47Z,"Tesla (TSLA) stock rose over 3.5% on Monday following more positive developments in its Robotaxi business, with a prominent Wall Street bull claiming the ""autonomous chapter has begun for the EV make… [+3657 chars]"
Yahoo Entertainment,Myles Udland,Medline stock pops 40% in first trading session after company raises $6.3 billion in 2025's biggest IPO,"Medline's public debut on Wednesday caps the best IPO year since 2021, with Wall Street optimistic on the deals outlook heading into 2026.",https://finance.yahoo.com/news/medline-stock-pops-40-in-first-trading-session-after-company-raises-63-billion-in-2025s-biggest-ipo-210257926.html,2025-12-17T21:03:30Z,"Medline (MDLN) stock rose 40% on Wednesday to close at $40.66, as investors warmly greeted the year's biggest IPO on one of the last trading days of the year.
The medical supply giant said late Tues… [+1908 chars]"
Yahoo Entertainment,Tobi Opeyemi Amure,6 Crossovers That Will Have Massive Price Drops in Winter 2025,These crossovers are set for major price drops in winter 2025. Find out which models to watch and how to score the best deals before the market shifts.,https://autos.yahoo.com/deals-and-buying-guides/articles/6-crossovers-massive-price-drops-090505716.html,2025-11-23T09:05:05Z,"If youve been waiting for car prices to drop before buying, youre not wrong to think patience might finally pay off. After two years of inflated sticker prices and inventory shortages, dealerships ar… [+5026 chars]"
Yahoo Entertainment,Aparajita Dutta,Buy These 5 Dividend Growth Stocks Amid Heavy Tech Sell-Offs,"TEL and four other dividend growth stocks stand out as tech sell-offs deepen, offering steadier income and growth amid AI bubble fears.",https://finance.yahoo.com/news/buy-5-dividend-growth-stocks-142900400.html,2025-12-15T14:29:00Z,"Major U.S. stock indices tumbled on Dec. 12, 2025, dragged by significant sell-offs witnessed for technology stocks as investors remained worried about the narrative of an apparent AI bubble. Investo… [+7398 chars]"
Dlnews.com,Mathew Di Salvo,Bitcoin treasury Strategy keeps its spot in the Nasdaq 100,Strategy — formerly MicroStrategy — joined the prestigious Nasdaq 100 last year. Analysts had raised concerns that the Bitcoin treasury’s crypto-buying...,https://www.dlnews.com/articles/markets/bitcoin-giant-strategy-nasdaq-100/,2025-12-13T16:31:29Z,"Bitcoin treasury Strategy will remain on the Nasdaq 100 after the prestigious index on Friday announced its annual reshuffle.
Some analysts had raised concerns that the software company previously k… [+1777 chars]"
The Verge,Elizabeth Lopatto,Nvidia’s ‘I’m Not Enron’ memo has people asking a lot of questions already answered by that memo,"Christ. Fine. So over the weekend, a strange Substack post from what appears to be a CEO of a pet relocation company went very viral. This post — which to be clear, is bullshit — alleges that Nvidia is engaged in “may become the largest accounting fraud in te…",https://www.theverge.com/business/828047/nvidia-enron-conspiracy-accounting,2025-11-24T21:18:57Z,"<ul><li></li><li></li><li></li></ul>
The Streisand Effect strikes again
The Streisand Effect strikes again
by
Elizabeth LopattoClose
Elizabeth Lopatto
Posts from this author will be added to yo… [+5888 chars]"
